Plasmid-ID	Host	Niche	Source	Length	Circular	Conj_type	Plasmidfinder_type	Copy_number	ARG_number	ARG_Type_Subtype	unique_type	unique_subtype	carrying_VF_num	Selection
R4R-barcode31-contig_3	R4R-barcode31	Environment	River	84625	Y	Conj		0.908136073	8	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mph(A), quinolone__QnrS1, sulfonamide__sul1, tetracycline__tet(A), trimethoprim__dfrA1	7	8	0	Y
R4R-barcode31-contig_4	R4R-barcode31	Environment	River	34956	Y	Conj		5.782393658	0		0	0	0	Y
R4R-barcode31-contig_5	R4R-barcode31	Environment	River	46941	Y	unmob	IncX1, IncX1	3.392209456	10	beta_lactam__TEM-176, beta_lactam__TEM-176, florfenicol__floR, florfenicol__floR, quinolone__QnrS1, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14, trimethoprim__dfrA14	5	5	0	Y
R4R-barcode32-contig_4	R4R-barcode32	Environment	River	84629	Y	Conj		1.344758017	8	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mph(A), quinolone__QnrS1, sulfonamide__sul1, tetracycline__tet(A), trimethoprim__dfrA1	7	8	0	Y
R4R-barcode32-contig_5	R4R-barcode32	Environment	River	23654	Y	unmob	IncX1	7.163347184	5	beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	5	5	0	Y
R4R-barcode32-contig_6	R4R-barcode32	Environment	River	69502	Y	Conj		2.712456164	0		0	0	0	Y
R4R-barcode33-contig_1	R4R-barcode33	Environment	River	87233	Y	Conj	IncI1	1.487009597	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode33-contig_5	R4R-barcode33	Environment	River	102726	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.122104773	0		0	0	0	Y
R4R-barcode33-contig_6	R4R-barcode33	Environment	River	8905	Y	mob_unconj	ColRNAI, ColRNAI	11.74603947	0		0	0	0	Y
R4R-barcode34-contig_5	R4R-barcode34	Environment	River	86803	Y	Conj	IncI1	1.217739268	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode35-contig_3	R4R-barcode35	Environment	River	87426	Y	Conj	IncI1	1.174395719	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode36-contig_2	R4R-barcode36	Environment	River	105007	Y	unmob	IncY	1.159344394	9	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-135, beta_lactam__TEM-1, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	6	7	0	Y
R4R-barcode36-contig_3	R4R-barcode36	Environment	River	12477	Y	unmob	Col440I	26.41590131	0		0	0	0	Y
R4R-barcode36-contig_4	R4R-barcode36	Environment	River	124849	Y	Conj	IncFIB(AP001918), IncFII(pCoo)	1.105055719	9	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__AAC(6')-Ib7, beta_lactam__CTX-M-14, chloramphenicol__cmlA5, chloramphenicol__cmlA5, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, tetracycline__tet(A)	6	8	0	Y
R4R-barcode37-contig_2	R4R-barcode37	Environment	River	87256	Y	Conj	IncI1	1.310146101	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode37-contig_3	R4R-barcode37	Environment	River	8737	Y	unmob	ColRNAI, ColRNAI	11.4857263	0		0	0	0	Y
R4R-barcode38-contig_3	R4R-barcode38	Environment	River	87232	Y	Conj	IncI1	1.488912789	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode39-contig_3	R4R-barcode39	Environment	River	87242	Y	Conj	IncI1	1.382327992	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode39-contig_4	R4R-barcode39	Environment	River	102733	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.077733411	0		0	0	0	Y
R4R-barcode40-contig_1	R4R-barcode40	Environment	River	4645	N	unmob		1.527299304	0		0	0	0	Y
R4R-barcode40-contig_3	R4R-barcode40	Environment	River	11345	N	unmob		1.030193137	0		0	0	0	Y
R4R-barcode40-contig_5	R4R-barcode40	Environment	River	82575	N	Conj	IncI1	1.303763701	1	beta_lactam__CTX-M-55	1	1	0	Y
R4R-barcode40-contig_6	R4R-barcode40	Environment	River	95041	N	Conj	IncFIB(AP001918), IncFIC(FII)	1.061601335	0		0	0	0	Y
R4R-barcode40-contig_7	R4R-barcode40	Environment	River	8740	Y	unmob	ColRNAI, ColRNAI	9.934546297	0		0	0	0	Y
R4R-barcode42-contig_10	R4R-barcode42	Environment	River	13055	Y	unmob		22.12672837	0		0	0	0	Y
R4R-barcode42-contig_11	R4R-barcode42	Environment	River	14862	Y	mob_unconj		15.64087914	0		0	0	0	Y
R4R-barcode42-contig_12	R4R-barcode42	Environment	River	7390	Y	mob_unconj	Col156, Col156	32.65650801	0		0	0	0	Y
R4R-barcode42-contig_3	R4R-barcode42	Environment	River	3221	Y	unmob		41.8825975	0		0	0	0	Y
R4R-barcode42-contig_5	R4R-barcode42	Environment	River	6307	Y	mob_unconj		4.908198218	0		0	0	0	Y
R4R-barcode42-contig_6	R4R-barcode42	Environment	River	84122	Y	Conj	IncFIB(AP001918), IncFII(pCoo)	3.483617439	0		0	0	1	Y
R4R-barcode42-contig_7	R4R-barcode42	Environment	River	100014	Y	Conj	IncI1	1.320244602	0		0	0	0	Y
R4R-barcode42-contig_8	R4R-barcode42	Environment	River	46715	Y	Conj	IncX1	2.497513921	4	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, quinolone__QnrS1, tetracycline__tet(A)	4	4	0	Y
R4R-barcode43-contig_2	R4R-barcode43	Environment	River	6811	N	unmob		14.01074504	0		0	0	0	Y
R4R-barcode43-contig_3	R4R-barcode43	Environment	River	8324	Y	mob_unconj		20.44122529	0		0	0	0	Y
R4R-barcode43-contig_5	R4R-barcode43	Environment	River	46723	Y	Conj	IncX1	2.003353228	4	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, quinolone__QnrS1, tetracycline__tet(A)	4	4	0	Y
R4R-barcode43-contig_7	R4R-barcode43	Environment	River	75731	Y	Conj	IncFIB(K)	1.423394328	10	aminoglycoside__aadA, beta_lactam__OXA-10, bleomycin__bleomycin resistance protein, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS2, rifamycin__arr-2, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	10	10	0	Y
R4R-barcode43-contig_9	R4R-barcode43	Environment	River	23714	Y	unmob	Col(MG828), Col(MG828), Col(MG828)	9.779969342	0		0	0	0	Y
R4R-barcode44-contig_3	R4R-barcode44	Environment	River	6105	Y	unmob		15.82746104	0		0	0	0	Y
R4R-barcode44-contig_4	R4R-barcode44	Environment	River	75518	Y	Conj	IncFIB(K)	1.432327906	10	aminoglycoside__aadA, beta_lactam__OXA-10, bleomycin__bleomycin resistance protein, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS2, rifamycin__arr-2, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	10	10	0	Y
R4R-barcode44-contig_5	R4R-barcode44	Environment	River	46716	Y	Conj	IncX1	1.740139511	4	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, quinolone__QnrS1, tetracycline__tet(A)	4	4	0	Y
R4R-barcode44-contig_6	R4R-barcode44	Environment	River	84133	Y	Conj	IncFIB(AP001918), IncFII(pCoo)	2.142421959	0		0	0	1	Y
R4R-barcode45-contig_2	R4R-barcode45	Environment	River	161535	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.463561886	12	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-IIa, beta_lactam__TEM-135, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS1, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA14	8	11	5	Y
R4R-barcode45-contig_3	R4R-barcode45	Environment	River	109696	Y	unmob	IncFIB(pHCM2)	1.13810647	0		0	0	0	Y
R4R-barcode46-contig_2	R4R-barcode46	Environment	River	83965	Y	unmob	IncFIB(K), IncX1	1.500392404	10	aminoglycoside__aadA, aminoglycoside__aadA8, beta_lactam__TEM-1, bleomycin__bleomycin resistance protein, macrolide-lincosamide-streptogramin__linG, quinolone__QnrS1, sulfonamide__sul3, tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA12	8	10	0	Y
R4R-barcode46-contig_5	R4R-barcode46	Environment	River	69236	Y	Conj	IncFII(pHN7A8)	2.046401699	3	aminoglycoside__rmtB, beta_lactam__TEM-1, beta_lactam__CTX-M-55	2	3	1	Y
R4R-barcode46-contig_6	R4R-barcode46	Environment	River	21471	Y	mob_unconj	ColE10, ColE10	2.493711135	0		0	0	0	Y
R4R-barcode49-contig_3	R4R-barcode49	Environment	River	156141	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.042196681	11	aminoglycoside__APH(3'')-Ib, aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(6)-Id, aminoglycoside__aadA5, macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	5	11	0	Y
R4R-barcode49-contig_4	R4R-barcode49	Environment	River	36894	Y	unmob	IncX1, IncX1	3.308272846	6	aminoglycoside__APH(3')-IIa, aminoglycoside__APH(3')-IIa, beta_lactam__CTX-M-55, beta_lactam__TEM-1, beta_lactam__TEM-1, beta_lactam__CTX-M-55	2	3	0	Y
R4R-barcode50-contig_107	R4R-barcode50	Environment	River	17883	N	unmob		0.366630658	0		0	0	0	Y
R4R-barcode50-contig_113	R4R-barcode50	Environment	River	2845	N	unmob		0.464832039	0		0	0	0	Y
R4R-barcode50-contig_121	R4R-barcode50	Environment	River	5460	N	unmob		0.278989827	0		0	0	0	Y
R4R-barcode50-contig_124	R4R-barcode50	Environment	River	3620	N	unmob		0.530577565	0		0	0	0	Y
R4R-barcode50-contig_126	R4R-barcode50	Environment	River	2511	N	unmob		0.446283557	0		0	0	1	Y
R4R-barcode50-contig_128	R4R-barcode50	Environment	River	6841	N	unmob		0.368667462	0		0	0	0	Y
R4R-barcode50-contig_132	R4R-barcode50	Environment	River	2182	N	unmob		41.53994224	0		0	0	0	Y
R4R-barcode50-contig_133	R4R-barcode50	Environment	River	4649	N	unmob	Col(MG828), Col(MG828)	30.80587029	0		0	0	0	Y
R4R-barcode50-contig_135	R4R-barcode50	Environment	River	3115	N	mob_unconj		20.94193243	0		0	0	0	Y
R4R-barcode50-contig_138	R4R-barcode50	Environment	River	18601	Y	unmob	IncX1	5.093213142	3	aminoglycoside__APH(3')-IIa, beta_lactam__TEM-1, beta_lactam__CTX-M-55	2	3	0	Y
R4R-barcode50-contig_141	R4R-barcode50	Environment	River	85950	Y	Conj	IncI1	0.783076518	0		0	0	0	Y
R4R-barcode50-contig_142	R4R-barcode50	Environment	River	9877	Y	mob_unconj	Col156, Col156	7.133491174	0		0	0	0	Y
R4R-barcode50-contig_19	R4R-barcode50	Environment	River	5574	N	unmob		0.495370523	0		0	0	0	Y
R4R-barcode50-contig_23	R4R-barcode50	Environment	River	7297	N	unmob		0.518867548	0		0	0	0	Y
R4R-barcode50-contig_25	R4R-barcode50	Environment	River	15628	N	unmob		0.669110705	0		0	0	0	Y
R4R-barcode50-contig_31	R4R-barcode50	Environment	River	8907	N	unmob		0.635424947	0		0	0	2	Y
R4R-barcode50-contig_32	R4R-barcode50	Environment	River	7559	N	unmob		0.505204776	0		0	0	0	Y
R4R-barcode50-contig_34	R4R-barcode50	Environment	River	156133	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	0.691731106	11	aminoglycoside__APH(3'')-Ib, aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(6)-Id, aminoglycoside__aadA5, macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	5	11	0	Y
R4R-barcode50-contig_35	R4R-barcode50	Environment	River	80375	Y	unmob	IncY	0.410861609	12	aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IId, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__aadA23, aminoglycoside__aadA, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul3, sulfonamide__sul2, tetracycline__tet(A)	5	12	0	Y
R4R-barcode50-contig_36	R4R-barcode50	Environment	River	5748	N	unmob		0.499728648	0		0	0	0	Y
R4R-barcode50-contig_37	R4R-barcode50	Environment	River	124632	N	unmob		0.568718873	0		0	0	12	Y
R4R-barcode50-contig_38	R4R-barcode50	Environment	River	45415	N	unmob		0.435204992	0		0	0	0	Y
R4R-barcode50-contig_41	R4R-barcode50	Environment	River	77565	N	unmob		0.414466087	6	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__CTX-M-55, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A)	5	6	2	Y
R4R-barcode50-contig_45	R4R-barcode50	Environment	River	8143	N	unmob		0.454498418	0		0	0	0	Y
R4R-barcode50-contig_49	R4R-barcode50	Environment	River	18647	N	unmob		0.547416539	0		0	0	0	Y
R4R-barcode50-contig_61	R4R-barcode50	Environment	River	9071	N	unmob		0.560215366	0		0	0	0	Y
R4R-barcode50-contig_63	R4R-barcode50	Environment	River	28779	N	unmob		0.457539467	2	beta_lactam__TEM-1, fosfomycin__FosA3	2	2	0	Y
R4R-barcode50-contig_64	R4R-barcode50	Environment	River	58161	N	unmob		0.570232779	0		0	0	12	Y
R4R-barcode50-contig_66	R4R-barcode50	Environment	River	6419	N	unmob		0.546692837	0		0	0	0	Y
R4R-barcode50-contig_67	R4R-barcode50	Environment	River	4125	N	unmob		0.65007644	0		0	0	0	Y
R4R-barcode50-contig_70	R4R-barcode50	Environment	River	6420	N	unmob		0.569675989	0		0	0	0	Y
R4R-barcode50-contig_82	R4R-barcode50	Environment	River	3733	N	unmob		0.676159486	0		0	0	0	Y
R4R-barcode50-contig_87	R4R-barcode50	Environment	River	27165	N	unmob		0.657186689	0		0	0	0	Y
R4R-barcode50-contig_89	R4R-barcode50	Environment	River	15782	N	unmob		0.563670046	0		0	0	0	Y
R4R-barcode50-contig_9	R4R-barcode50	Environment	River	7742	N	unmob		0.281999061	0		0	0	0	Y
R4R-barcode50-contig_93	R4R-barcode50	Environment	River	2449	N	unmob		0.645675021	0		0	0	0	Y
R4R-barcode50-contig_95	R4R-barcode50	Environment	River	3188	N	unmob		0.72975881	0		0	0	0	Y
R4R-barcode54-contig_2	R4R-barcode54	Environment	River	138838	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.282237691	5	aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, sulfonamide__sul2, tetracycline__tet(A)	3	5	0	Y
R4R-barcode54-contig_3	R4R-barcode54	Environment	River	46714	Y	mob_unconj	IncX1	4.269265885	9	aminoglycoside__APH(3')-IIa, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__CTX-M-55, beta_lactam__TEM-1, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	6	9	0	Y
R4R-barcode54-contig_5	R4R-barcode54	Environment	River	6650	Y	mob_unconj		74.36900675	0		0	0	0	Y
R4R-barcode54-contig_6	R4R-barcode54	Environment	River	5569	Y	mob_unconj		34.70401938	0		0	0	0	Y
R4R-barcode55-contig_4	R4R-barcode55	Environment	River	173716	N	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.32390022	18	aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA5, aminoglycoside__aadA5, aminoglycoside__APH(6)-Id, aminoglycoside__AAC(3)-IIe, aminoglycoside__aadA5, macrolide-lincosamide-streptogramin__mph(A), macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__mph(A), macrolide-lincosamide-streptogramin__erm(C), sulfonamide__sul1, sulfonamide__sul1, sulfonamide__sul2, sulfonamide__sul1, tetracycline__tet(A), trimethoprim__dfrA17, trimethoprim__dfrA17, trimethoprim__dfrA17	5	11	0	Y
R4R-barcode55-contig_5	R4R-barcode55	Environment	River	10695	Y	mob_unconj		10.71769835	0		0	0	0	Y
R4R-barcode55-contig_7	R4R-barcode55	Environment	River	46712	Y	mob_unconj	IncX1	2.709502614	9	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-IIa, aminoglycoside__APH(6)-Id, beta_lactam__CTX-M-55, beta_lactam__TEM-1, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	6	9	0	Y
R4R-barcode56-contig_2	R4R-barcode56	Environment	River	5570	Y	mob_unconj		27.82077302	0		0	0	0	Y
R4R-barcode56-contig_3	R4R-barcode56	Environment	River	1759	N	unmob	Col(MG828)	87.77653484	0		0	0	0	Y
R4R-barcode56-contig_6	R4R-barcode56	Environment	River	156148	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.597796772	11	aminoglycoside__aadA5, aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, macrolide-lincosamide-streptogramin__mph(A), macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), sulfonamide__sul2, sulfonamide__sul1, tetracycline__tet(A), trimethoprim__dfrA17	5	11	0	Y
R4R-barcode56-contig_7	R4R-barcode56	Environment	River	46719	Y	mob_unconj	IncX1	5.814376626	9	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-IIa, beta_lactam__TEM-1, beta_lactam__CTX-M-55, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	6	9	0	Y
R4R-barcode57-contig_2	R4R-barcode57	Environment	River	133590	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.079708957	10	aminoglycoside__aadA23, aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IIe, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3, trimethoprim__dfrA14	6	10	5	Y
R4R-barcode58-contig_2	R4R-barcode58	Environment	River	125201	Y	Conj	IncFIB(AP001918), IncFIC(FII)	0.792353225	0		0	0	6	Y
R4R-barcode58-contig_3	R4R-barcode58	Environment	River	85320	Y	Conj	IncI1	1.46280654	0		0	0	0	Y
R4R-barcode59-contig_3	R4R-barcode59	Environment	River	12552	Y	mob_unconj	IncQ1, IncQ1	57.50861955	0		0	0	0	Y
R4R-barcode59-contig_4	R4R-barcode59	Environment	River	94011	Y	Conj	IncX1, IncX1	0.920195862	0		0	0	0	Y
R4R-barcode59-contig_6	R4R-barcode59	Environment	River	135953	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.81956078	7	aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, florfenicol__floR, sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14	5	7	11	Y
R4R-barcode59-contig_8	R4R-barcode59	Environment	River	199095	Y	Conj	IncI1, IncI1	2.42665045	2	beta_lactam__CMY-2, beta_lactam__CMY-2	1	1	0	Y
R4R-barcode60-contig_2	R4R-barcode60	Environment	River	133589	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.253489627	10	aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__aadA23, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__linG, sulfonamide__sul3, trimethoprim__dfrA14	6	10	5	Y
R4R-barcode61-contig_1	R4R-barcode61	Animal	Pig-I	7189	Y	unmob	Col440I, Col440I	20.73552932	0		0	0	0	Y
R4R-barcode61-contig_10	R4R-barcode61	Animal	Pig-I	39859	Y	unmob	IncR	5.657368843	5	beta_lactam__TEM-1, sulfonamide__sul3, tetracycline__tet(M), tetracycline__tet(A), tetracycline__tet(M)	3	4	0	Y
R4R-barcode61-contig_11	R4R-barcode61	Animal	Pig-I	8356	Y	mob_unconj		17.48862283	0		0	0	0	Y
R4R-barcode61-contig_12	R4R-barcode61	Animal	Pig-I	7879	Y	unmob		67.28696488	0		0	0	0	Y
R4R-barcode61-contig_13	R4R-barcode61	Animal	Pig-I	48090	Y	unmob	IncY	2.008510829	0		0	0	0	Y
R4R-barcode61-contig_15	R4R-barcode61	Animal	Pig-I	35109	Y	unmob	IncX1, IncX1	6.819794346	0		0	0	0	Y
R4R-barcode61-contig_4	R4R-barcode61	Animal	Pig-I	104614	Y	Conj	IncI1	1.38573126	0		0	0	2	Y
R4R-barcode61-contig_7	R4R-barcode61	Animal	Pig-I	14626	Y	mob_unconj		5.89769035	0		0	0	0	Y
R4R-barcode61-contig_8	R4R-barcode61	Animal	Pig-I	70295	Y	Conj	IncFIB(K)	1.309153049	2	aminoglycoside__APH(3')-Ia, florfenicol__floR	2	2	0	Y
R4R-barcode61-contig_9	R4R-barcode61	Animal	Pig-I	37672	Y	Conj	IncX4	4.468755088	1	macrolide-lincosamide-streptogramin__cfr(A)	1	1	0	Y
R4R-barcode62-contig_4	R4R-barcode62	Environment	River	14855	Y	unmob	Col440I, Col440I	27.13095473	0		0	0	0	Y
R4R-barcode62-contig_5	R4R-barcode62	Environment	River	9449	Y	unmob		38.02068174	0		0	0	2	Y
R4R-barcode62-contig_6	R4R-barcode62	Environment	River	208306	Y	unmob	IncHI2A, IncHI2	1.03384398	24	aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA, aminoglycoside__aadA23, aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IV, aminoglycoside__APH(4)-Ia, aminoglycoside__APH(6)-Id, aminoglycoside__aadA, aminoglycoside__aadA, beta_lactam__TEM-1, beta_lactam__OXA-10, beta_lactam__CTX-M-65, beta_lactam__TEM-95, chloramphenicol__cmlA1, chloramphenicol__cmlA5, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS1, rifamycin__arr-2, sulfonamide__sul3, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	10	21	2	Y
R4R-barcode64-contig_3	R4R-barcode64	Environment	River	140054	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.289576942	13	aminoglycoside__AAC(3)-IIe, aminoglycoside__aadA23, aminoglycoside__aadA, aminoglycoside__aadA23, aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), macrolide-lincosamide-streptogramin__linG, sulfonamide__sul3, trimethoprim__dfrA14, trimethoprim__dfrA14	6	10	5	Y
R4R-barcode66-contig_10	R4R-barcode66	Animal	Pig-I	37672	Y	Conj	IncX4	1.114005424	1	macrolide-lincosamide-streptogramin__cfr(A)	1	1	0	Y
R4R-barcode66-contig_11	R4R-barcode66	Animal	Pig-I	114719	Y	mob_unconj	IncFIB(K), IncFIB(K)	1.025902168	4	aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3')-Ia, florfenicol__floR, florfenicol__floR	2	2	0	Y
R4R-barcode66-contig_12	R4R-barcode66	Animal	Pig-I	48100	Y	unmob	IncY	2.639368674	0		0	0	0	Y
R4R-barcode66-contig_4	R4R-barcode66	Animal	Pig-I	14176	Y	mob_unconj		12.5542903	0		0	0	0	Y
R4R-barcode66-contig_5	R4R-barcode66	Animal	Pig-I	42862	Y	unmob	IncR	4.845694999	5	beta_lactam__TEM-1, quinolone__QnrS2, sulfonamide__sul3, tetracycline__tet(A), tetracycline__tet(M)	4	5	0	Y
R4R-barcode66-contig_9	R4R-barcode66	Animal	Pig-I	17672	Y	unmob	IncX1	10.95820445	0		0	0	0	Y
R4R-barcode67-contig_4	R4R-barcode67	Environment	River	144098	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.293201656	7	aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), sulfonamide__sul2, tetracycline__tet(A)	4	7	0	Y
R4R-barcode67-contig_5	R4R-barcode67	Environment	River	46719	Y	mob_unconj	IncX1	4.256776696	10	aminoglycoside__APH(3')-IIa, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, beta_lactam__TEM-117, beta_lactam__CTX-M-55, beta_lactam__TEM-185, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	6	10	0	Y
R4R-barcode68-contig_1	R4R-barcode68	Environment	River	97920	N	Conj	IncY, IncX1	1.140229907	5	florfenicol__floR, quinolone__QnrS1, rifamycin__arr-2, sulfonamide__sul2, tetracycline__tet(A)	5	5	0	Y
R4R-barcode68-contig_11	R4R-barcode68	Environment	River	38381	N	Conj	IncX1	1.75004528	2	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55	2	2	0	Y
R4R-barcode68-contig_9	R4R-barcode68	Environment	River	2334	Y	unmob	Col440I	83.8772663	0		0	0	0	Y
R4R-barcode69-contig_2	R4R-barcode69	Environment	River	5955	N	unmob	Col(BS512), Col(BS512), Col(BS512)	43.84071819	0		0	0	0	Y
R4R-barcode69-contig_3	R4R-barcode69	Environment	River	152427	Y	Conj	IncFIB(AP001918), IncFII	1.44490442	12	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3'')-Ib, beta_lactam__TEM-1, bleomycin__bleomycin resistance protein, florfenicol__floR, fosfomycin__FosA3, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	9	11	6	Y
R4R-barcode69-contig_4	R4R-barcode69	Environment	River	92336	Y	Conj	IncX3, IncX3	0.606347603	3	beta_lactam__NDM-5, beta_lactam__NDM-5, bleomycin__bleomycin resistance protein	2	2	0	Y
R4R-barcode70-contig_2	R4R-barcode70	Environment	River	110675	Y	unmob	IncFIB(pLF82)	0.857811009	0		0	0	0	Y
R4R-barcode70-contig_3	R4R-barcode70	Environment	River	144299	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.126397057	11	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__aadA, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA12	8	10	5	Y
R4R-barcode72-contig_12	R4R-barcode72	Environment	River	96699	Y	unmob	p0111	1.037780299	0		0	0	0	Y
