Contig-gene-ID	Gene-ID
Wnew4R-barcode58-contig_5_11	DQ810789.1.gene1.p01
Wnew4R-barcode58-contig_5_5	DQ449578.gene.p01
Wnew4R-barcode59-contig_5_60	DQ810789.1.gene1.p01
Wnew4R-barcode59-contig_5_66	DQ449578.gene.p01
Wnew4R-barcode63-contig_1_2029	JN790864.1.gene1.p01
Wnew4R-barcode63-contig_8_9	DQ449578.gene.p01
Wnew4R-barcode64-contig_1_5	DQ810789.1.gene1.p01
Wnew4R-barcode64-contig_2_21	DQ449578.gene.p01
Wnew4R-barcode64-contig_4_47	DQ810789.1.gene1.p01
Wnew4R-barcode65-contig_2_1130	DQ810789.1.gene1.p01
Wnew4R-barcode66-contig_1_1132	DQ810789.1.gene1.p01
Wnew4R-barcode67-contig_5_75	DQ810789.1.gene1.p01
Wnew4R-barcode68-contig_1_1132	DQ810789.1.gene1.p01
Wnew4R-barcode69-contig_1_2081	DQ810789.1.gene1.p01
Wnew4R-barcode70-contig_1_1765	DQ810789.1.gene1.p01
Wnew4R-barcode71-contig_2_113	DQ810789.1.gene1.p01
Wnew4R-barcode72-contig_2_295	DQ810789.1.gene1.p01
Wnew4R-barcode72-contig_2_301	DQ449578.gene.p01
Wnew4R-barcode73-contig_2_61	DQ810789.1.gene1.p01
Wnew4R-barcode73-contig_2_49	DQ449578.gene.p01
Wnew4R-barcode74-contig_1_9	ABU86807
Wnew4R-barcode74-contig_11_10	DQ810789.1.gene1.p01
Wnew4R-barcode74-contig_11_5	DQ449578.gene.p01
Wnew4R-barcode75-contig_4_17	DQ810789.1.gene1.p01
Wnew4R-barcode76-contig_3_79	DQ303918.1.gene1.p01
Wnew4R-barcode76-contig_9_166	DQ303918.1.gene1.p01
Wnew4R-barcode76-contig_9_14	Y10278.1.gene1.p01
Wnew4R-barcode76-contig_9_157	ABO93588
Wnew4R-barcode76-contig_9_21	DQ449578.gene.p01
Wnew4R-barcode77-contig_2_18	DQ303918.1.gene1.p01
Wnew4R-barcode77-contig_2_35	Y10278.1.gene1.p01
Wnew4R-barcode77-contig_2_9	ABO93588
Wnew4R-barcode77-contig_2_42	DQ449578.gene.p01
Wnew4R-barcode77-contig_3_11	DQ303918.1.gene1.p01
Wnew4R-barcode78-contig_3_10	EF418608.1.gene1.p01
Wnew4R-barcode78-contig_3_254	DQ449578.gene.p01
Wnew4R-barcode80-contig_5_55	DQ810789.1.gene1.p01
Wnew4R-barcode81-contig_1_1132	DQ810789.1.gene1.p01
Wnew4R-barcode82-contig_3_76	ABU86807
Wnew4R-barcode83-contig_2_1	DQ810789.1.gene1.p01
Wnew4R-barcode84-contig_1_2462	DQ810789.1.gene1.p01
Wnew4R-barcode85-contig_7_3	DQ810789.1.gene1.p01
Wnew4R-barcode86-contig_3_1	DQ810789.1.gene1.p01
Wnew4R-barcode86-contig_3_53	DQ449578.gene.p01
Wnew4R-barcode95-contig_3_137	AY156923.1.gene1.p01
Wnew4R-barcode96-contig_1_499	AAF72530
WTP-NoR-Nov-barcode01-contig_1_2316	AAY27811
WTP-NoR-Nov-barcode01-contig_1_2322	DQ449578.gene.p01
WTP-NoR-Nov-barcode02-contig_1_2313	AAY27811
WTP-NoR-Nov-barcode02-contig_1_2319	DQ449578.gene.p01
WTP-NoR-Nov-barcode08-contig_2_103	DQ449578.gene.p01
WTP-NoR-Nov-barcode12-contig_4_75	JX017365.1.gene1.p01
WTP-NoR-Nov-barcode34-contig_1_565	AAF72530
WTP-NoR-Nov-barcode35-contig_1_2644	AAF72530
WTP-NoR-Nov-barcode38-contig_1_4016	AAF72530
WTP-NoR-Nov-barcode41-contig_1_33	ABU86807
WTP-NoR-Nov-barcode57-contig_3_52	DQ449578.gene.p01
WTP-NoR-Nov-barcode62-contig_6_81	DQ449578.gene.p01
WTP-NoR-Nov-barcode78-contig_2_25	DQ449578.gene.p01
WTP-NoR-Nov-barcode86-contig_4_21	AY156923.1.gene1.p01
WTP-NoR-Nov-barcode87-contig_1_2207	AAY27811
WTP-NoR-Nov-barcode87-contig_1_2201	DQ449578.gene.p01
WTP-NoR-Nov-barcode88-contig_1_2639	DQ449578.gene.p01
WTP-NoR-Nov-barcode90-contig_2_2469	AAF72530
wwtp-9n14-barcode01-contig_3_115	AAF72530
wwtp-9n14-barcode01-contig_4_157	DQ449578.gene.p01
wwtp-9n14-barcode03-contig_5_102	DQ449578.gene.p01
wwtp-9n14-barcode03-contig_6_89	AAF72530
wwtp-9n14-barcode04-contig_12_101	DQ810789.1.gene1.p01
wwtp-9n14-barcode05-contig_1_3592	DQ810789.1.gene1.p01
wwtp-9n14-barcode06-contig_1_2787	DQ810789.1.gene1.p01
wwtp-9n14-barcode07-contig_6_7	DQ810789.1.gene1.p01
wwtp-9n14-barcode07-contig_6_28	DQ810789.1.gene1.p01
wwtp-9n14-barcode08-contig_2_148	DQ449578.gene.p01
wwtp-9n14-barcode08-contig_3_39	DQ810789.1.gene1.p01
wwtp-9n14-barcode09-contig_1_2084	DQ810789.1.gene1.p01
wwtp-9n14-barcode12-contig_2_178	DQ303918.1.gene1.p01
wwtp-9n14-barcode12-contig_2_154	DQ303918.1.gene1.p01
wwtp-9n14-barcode12-contig_2_170	DQ303918.1.gene1.p01
wwtp-9n14-barcode12-contig_2_162	DQ303918.1.gene1.p01
wwtp-9n14-barcode12-contig_2_186	DQ303918.1.gene1.p01
wwtp-9n14-barcode12-contig_2_147	AAY27811
wwtp-9n14-barcode13-contig_3_112	DQ810789.1.gene1.p01
wwtp-9n14-barcode14-contig_8_34	DQ810789.1.gene1.p01
wwtp-9n14-barcode15-contig_9_257	EF418608.1.gene1.p01
wwtp-9n14-barcode15-contig_9_229	DQ449578.gene.p01
wwtp-9n14-barcode16-contig_7_120	DQ449578.gene.p01
wwtp-9n14-barcode16-contig_9_2	DQ810789.1.gene1.p01
wwtp-9n14-barcode16-contig_9_53	DQ810789.1.gene1.p01
wwtp-9n14-barcode17-contig_2_63	DQ810789.1.gene1.p01
wwtp-9n14-barcode17-contig_2_78	DQ449578.gene.p01
wwtp-9n14-barcode18-contig_5_1574	AAF72530
wwtp-9n14-barcode18-contig_5_1582	DQ449578.gene.p01
wwtp-9n14-barcode18-contig_6_238	DQ449578.gene.p01
wwtp-9n14-barcode19-contig_3_21	DQ810789.1.gene1.p01
wwtp-9n14-barcode19-contig_3_28	DQ449578.gene.p01
wwtp-9n14-barcode20-contig_1_99	DQ810789.1.gene1.p01
wwtp-9n14-barcode20-contig_1_7	ABE98197
wwtp-9n14-barcode20-contig_2_34	DQ449578.gene.p01
wwtp-9n14-barcode21-contig_6_1	JF966749.1.gene1.p01
wwtp-9n14-barcode21-contig_6_22	DQ810789.1.gene1.p01
wwtp-9n14-barcode22-contig_2_73	DQ449578.gene.p01
wwtp-9n14-barcode22-contig_3_49	DQ810789.1.gene1.p01
wwtp-9n14-barcode23-contig_2_112	DQ449578.gene.p01
wwtp-9n14-barcode23-contig_3_159	DQ810789.1.gene1.p01
wwtp-9n14-barcode24-contig_2_117	DQ449578.gene.p01
wwtp-9n14-barcode24-contig_4_160	DQ810789.1.gene1.p01
wwtp-9n14-barcode25-contig_1_1138	DQ810789.1.gene1.p01
wwtp-9n14-barcode26-contig_1_1139	DQ810789.1.gene1.p01
wwtp-9n14-barcode28-contig_2_11	DQ810789.1.gene1.p01
wwtp-9n14-barcode28-contig_2_5	DQ449578.gene.p01
wwtp-9n14-barcode28-contig_6_252	DQ449578.gene.p01
wwtp-9n14-barcode29-contig_6_42	DQ449578.gene.p01
wwtp-9n14-barcode30-contig_2_248	DQ449578.gene.p01
wwtp-9n14-barcode31-contig_3_18	DQ810789.1.gene1.p01
wwtp-9n14-barcode32-contig_7_27	DQ449578.gene.p01
wwtp-9n14-barcode33-contig_15_48	DQ449578.gene.p01
wwtp-9n14-barcode33-contig_3_7	DQ810789.1.gene1.p01
wwtp-9n14-barcode35-contig_1_1781	AAY27811
wwtp-9n14-barcode36-contig_3_13	DQ810789.1.gene1.p01
wwtp-9n14-barcode36-contig_3_5	DQ449578.gene.p01
wwtp-9n14-barcode37-contig_9_121	DQ810789.1.gene1.p01
wwtp-9n14-barcode38-contig_13_96	DQ449578.gene.p01
wwtp-9n14-barcode38-contig_38_4	DQ303918.1.gene1.p01
wwtp-9n14-barcode39-contig_4_17	DQ810789.1.gene1.p01
wwtp-9n14-barcode39-contig_4_10	DQ449578.gene.p01
wwtp-9n14-barcode40-contig_13_246	DQ449578.gene.p01
wwtp-9n14-barcode41-contig_2_13	DQ810789.1.gene1.p01
wwtp-9n14-barcode41-contig_2_158	ACJ24509
wwtp-9n14-barcode42-contig_2_156	DQ810789.1.gene1.p01
wwtp-9n14-barcode42-contig_2_162	DQ449578.gene.p01
wwtp-9n14-barcode43-contig_9_62	DQ810789.1.gene1.p01
wwtp-9n14-barcode44-contig_3_145	DQ303918.1.gene1.p01
wwtp-9n14-barcode44-contig_3_131	Y10278.1.gene1.p01
wwtp-9n14-barcode44-contig_3_124	DQ449578.gene.p01
wwtp-9n14-barcode45-contig_2_5	DQ449578.gene.p01
wwtp-9n14-barcode45-contig_3_9	DQ810789.1.gene1.p01
wwtp-9n14-barcode45-contig_3_61	DQ449578.gene.p01
wwtp-9n14-barcode46-contig_1_1234	DQ810789.1.gene1.p01
wwtp-9n14-barcode47-contig_1_2	DQ810789.1.gene1.p01
wwtp-9n14-barcode47-contig_4_31	gi|1028098233|ref|WP_063854778.1|
wwtp-9n14-barcode48-contig_16_49	DQ810789.1.gene1.p01
wwtp-9n14-barcode48-contig_16_61	DQ449578.gene.p01
wwtp-9n14-barcode49-contig_1_4192	DQ810789.1.gene1.p01
wwtp-9n14-barcode50-contig_3_126	DQ810789.1.gene1.p01
wwtp-9n14-barcode52-contig_3_42	DQ449578.gene.p01
wwtp-9n14-barcode52-contig_4_140	EF418608.1.gene1.p01
wwtp-9n14-barcode52-contig_4_131	DQ449578.gene.p01
wwtp-9n14-barcode53-contig_7_118	EF418608.1.gene1.p01
wwtp-9n14-barcode53-contig_7_109	DQ449578.gene.p01
wwtp-9n14-barcode53-contig_9_46	DQ449578.gene.p01
wwtp-9n14-barcode56-contig_4_17	DQ810789.1.gene1.p01
wwtp-9n14-barcode57-contig_5_127	DQ303918.1.gene1.p01
wwtp-9n14-barcode57-contig_5_187	JN790864.1.gene1.p01
wwtp-9n14-barcode58-contig_2_4743	DQ810789.1.gene1.p01
wwtp-9n14-barcode59-contig_1_127	DQ303918.1.gene1.p01
wwtp-9n14-barcode59-contig_1_5182	JN790864.1.gene1.p01
wwtp-9n14-barcode60-contig_3_233	EF418608.1.gene1.p01
wwtp-9n14-barcode60-contig_3_161	DQ449578.gene.p01
wwtp-9n14-barcode60-contig_3_224	DQ449578.gene.p01
wwtp-9n14-barcode61-contig_6_41	DQ449578.gene.p01
wwtp-9n14-barcode62-contig_1_3587	DQ810789.1.gene1.p01
wwtp-9n14-barcode62-contig_4_95	DQ810789.1.gene1.p01
wwtp-9n14-barcode66-contig_5_55	DQ449578.gene.p01
wwtp-9n14-barcode66-contig_5_35	DQ449578.gene.p01
wwtp-9n14-barcode70-contig_2_81	ABE98197
wwtp-9n14-barcode77-contig_10_42	DQ449578.gene.p01
wwtp-9n14-barcode80-contig_16_60	ABE98197
wwtp-9n14-barcode80-contig_16_9	ABE98197
wwtp-9n14-barcode83-contig_14_16	ABE98197
wwtp-9n14-barcode89-contig_3_77	DQ449578.gene.p01
wwtp-9n14-barcode91-contig_3_64	DQ810789.1.gene1.p01
wwtp-9n14-barcode94-contig_3_29	DQ449578.gene.p01
wwtp-9n14-barcode94-contig_4_18	DQ810789.1.gene1.p01
wwtp-9n14-barcode96-contig_1_33	DQ449578.gene.p01
wwtp-9n14-barcode96-contig_4_276	DQ810789.1.gene1.p01
wwtp-9n14-barcode96-contig_4_270	DQ449578.gene.p01
